rfid,subid,name,long,lat,area,perim,bleach,blchyn,year
11034,S,U/N Reef,143.0980282,-11.16882439,0.000960693,0.152944931,5,0,2002
11035,S,Milman-Aplin Reef,143.0302227,-11.18056191,0.000493347,0.140203338,4,1,2002
11038,S,Douglas Islet Reef,142.9993629,-11.2405982,0.000153251,0.062797142,5,0,2002
11052,S,Cholmondeley Reef,143.0728425,-11.39005465,0.000646539,0.122954672,5,0,2002
11053,S,Jardine Reef,143.0380982,-11.38462637,0.000113614,0.057857138,5,0,2002
11054,S,U/N Reef,143.1657788,-11.43215665,0.000772645,0.121560032,5,0,2002
11055,S,Wallace Islet Reef,143.0420251,-11.45420669,0.00031418,0.084891233,5,0,2002
11056,A,U/N Reef,143.3644317,-11.5187635,0.000321774,0.087879195,5,0,2002
11059,S,Monkman Reef,143.1568274,-11.46956866,0.0004822,0.0937096,5,0,2002
11061,S,Little Boydong Reef,143.0378231,-11.48514258,0.000220676,0.076159285,5,0,2002
11062,S,Boydong Island Reef,143.0263118,-11.49561629,0.000284578,0.096500384,5,0,2002
11165,S,Thrush Reef,143.1877449,-11.70962159,0.000540245,0.104435962,5,0,2002
11167,S,Bird Islands Reef (North),143.0859701,-11.77068848,0.00028518,0.113105574,5,0,2002
11169,S,Bird Islands Reef (South),143.0846859,-11.78900184,3.82E-05,0.045830998,5,0,2002
11174,S,Magra Reef,143.2854133,-11.86543694,0.000122073,0.046689747,5,0,2002
11175,S,U/N Reef,143.2985279,-11.86755773,3.78E-06,0.007885893,5,0,2002
11176,S,Rodney Reef,143.1073407,-11.89486143,0.000174124,0.073517452,4,1,2002
11181,S,Sunday Reef,143.2075305,-11.92708158,6.18E-05,0.045225185,5,0,2002
11184,C,Sir Charles Hardy Islands Reef,143.4913058,-11.91134939,0.015170019,0.634896879,5,0,2002
11185,S,Nob Reef,143.2688716,-11.9516884,1.85E-05,0.020200249,4,1,2002
11188,S,Clerke Reef,143.2836365,-11.96804132,7.07E-05,0.065401842,5,0,2002
11191,S,Hicks Reef,143.2648275,-11.98654294,0.00011589,0.122388659,5,0,2002
12001,S,Haggerston Reef,143.3013579,-12.02999592,0.000308006,0.107203203,5,0,2002
12003,S,Mason Reef,143.4760645,-12.10086119,0.03257345,1.377003204,5,0,2002
12004,S,Moody Reef,143.2650183,-12.09601885,0.000488187,0.099717551,5,0,2002
12005,S,Young Reef,143.218517,-12.12665917,1.57E-05,0.022466106,5,0,2002
12006,S,Laurel Reef,143.2753115,-12.13727001,0.000141603,0.06086205,5,0,2002
12007,S,Nomad Reef,143.3722313,-12.1422832,0.004960603,0.471316335,5,0,2002
12010,S,Kay Reef,143.2860183,-12.23327767,0.000593679,0.129200781,5,0,2002
12011,S,Beesley-Baird Reef,143.2053486,-12.24141774,0.000107431,0.052532432,5,0,2002
12012,S,Piper Reef,143.2369038,-12.25172743,0.000293635,0.080285235,5,0,2002
12013,S,Inset Reef,143.2755946,-12.24657138,0.00017149,0.074614684,5,0,2002
12014,S,Hazel Reef,143.2992849,-12.27164595,0.000128797,0.057016855,5,0,2002
12016,A,Gallon Reef,143.4331534,-12.31165645,0.022173727,0.86580388,5,0,2002
12024,S,U/N Reef,143.4849651,-12.38480325,0.000401809,0.103427263,5,0,2002
12027,C,Fison Reefs,143.5436769,-12.37846396,0.002423983,0.201864488,5,0,2002
12030,S,U/N Reef,143.6596705,-12.12769089,0.05503968,1.956738164,5,0,2002
12072,S,Middle Reef,143.3901266,-12.51870687,9.28E-05,0.058973966,5,0,2002
12084,S,Lloyd Island Reef,143.3962999,-12.75237535,0.000170469,0.125111021,4,1,2002
12086,S,May Reef,143.4662144,-12.77821496,2.11E-05,0.01856798,5,0,2002
12088,S,Sunter Reef,143.4127737,-12.77997883,2.46E-05,0.027112455,4,1,2002
12089,S,Exit Reef,143.4869991,-12.78309826,5.94E-05,0.037119569,4,1,2002
12096,S,Dolphin Reef,143.5325218,-12.55821306,0.000243984,0.086228081,5,0,2002
12102,S,Curd Reef,143.5516799,-12.58366782,0.001795347,0.211915297,5,0,2002
12016,C,U/N Reef,143.5100601,-12.23697523,0.010184086,0.480929309,5,0,2002
12112,S,Ape Reef,143.606823,-12.71247184,0.000872106,0.16843798,5,0,2002
12115,S,Zenith Reef,143.6092305,-12.76786571,0.0001994,0.071199621,5,0,2002
12124,S,U/N Reef,143.5980143,-12.87911987,9.22E-06,0.013125645,5,0,2002
12129,S,Chapman Reef,143.6007842,-12.88724534,0.000117861,0.050933789,5,0,2002
12133,S,U/N Reef,143.6567889,-12.93251069,3.42E-05,0.030278993,5,0,2002
12134,S,U/N Reef,143.8217051,-12.93532976,0.000471879,0.09905519,5,0,2002
12135,S,U/N Reef,143.8150131,-12.94868456,1.53E-05,0.016297397,5,0,2002
12139,S,U/N Reef,143.685921,-12.95214872,8.29E-06,0.012395694,5,0,2002
12143,S,Cat Reef,143.8521719,-12.9994476,0.000581565,0.106421278,5,0,2002
12145,S,Sherrard Reef,143.6148731,-12.98852024,7.69E-05,0.045969784,5,0,2002
13002,S,Derry Reef,143.8539549,-13.02361342,6.10E-05,0.043671466,5,0,2002
13005,S,Ham Reef,143.8711799,-13.03905137,0.000159794,0.060163986,5,0,2002
13009,S,Wilsen Shoal,143.8666067,-13.05328693,1.08E-05,0.012066191,5,0,2002
13010,A,U/N Reef,143.8795074,-13.06145746,9.66E-06,0.012107179,5,0,2002
13026,S,Gertrude Reef,143.6589069,-13.16553006,2.06E-05,0.017162619,5,0,2002
13027,S,Jubilee Reef,143.7612764,-13.16605524,0.000312916,0.096394815,5,0,2002
13031,S,Night Reef,143.5739123,-13.18373752,7.19E-05,0.063644915,5,0,2002
13034,S,Binstead Reef,143.5681257,-13.21246551,2.34E-05,0.02794308,5,0,2002
13045,S,Lowrie Reef,143.5960128,-13.27562768,2.35E-05,0.029529189,5,0,2002
13048,S,Bow Reef,143.6754755,-13.3020753,4.86E-05,0.032069227,5,0,2002
13052,S,U/N Reef,143.7309651,-13.32359614,4.93E-05,0.025815502,5,0,2002
13055,S,U/N Reef,143.783998,-13.3310788,0.002449306,0.211572328,5,0,2002
13056,S,Sand Bank No 8 Reef,143.9587352,-13.36721276,0.000181412,0.064383016,5,0,2002
13061,A,U/N Reef,143.9747547,-13.40163796,0.00082731,0.133440281,5,0,2002
13061,C,Sand Bank No 7 Reef,143.9774656,-13.44206589,0.000141932,0.056775305,5,0,2002
13076,S,Ogilvie Reef,143.7995973,-13.53055681,0.001972649,0.3451375,5,0,2002
13077,S,U/N Reef,143.8427057,-13.55469411,0.006141138,0.47839537,5,0,2002
13081,S,Fife Reef,143.7307745,-13.6533501,0.000354838,0.096115149,5,0,2002
13083,S,Hay Island Reef,143.6905185,-13.66620983,6.07E-05,0.069751705,2,1,2002
13091,S,Wilkie Reef,143.6404909,-13.7714022,7.95E-05,0.069306314,3,1,2002
13097,S,Hannah Island Reef,143.7140894,-13.86795044,7.12E-05,0.070954694,3,1,2002
13107,S,Pelican Island Reef,143.8388347,-13.91556352,0.000262539,0.08352331,4,1,2002
13111,S,Burkitt Reef,143.754388,-13.94378523,9.70E-05,0.044869005,2,1,2002
13113,S,Iris Reef,143.8393551,-13.9611319,0.000182579,0.062911567,4,1,2002
14006,S,Fahey Reef,143.8554148,-14.06445878,1.72E-05,0.016426737,2,1,2002
14008,S,Eden Reef,143.9112365,-14.07795714,4.88E-05,0.025798774,2,1,2002
14022,S,Wharton Reef,143.9989776,-14.12731511,4.18E-05,0.041635745,2,1,2002
14025,S,Boulder Rock Reef,144.4851591,-14.14838492,2.17E-05,0.018299219,2,1,2002
14026,D,Stanley Island Reef (No 4),144.2180516,-14.17598174,6.07E-05,0.043526019,4,1,2002
14038,S,Pipon Reef,144.5246136,-14.12028004,0.000327264,0.140032195,3,1,2002
14039,S,North Warden Reef,144.6531909,-14.18098526,0.001133704,0.188781047,5,0,2002
14042,C,Flinders Island Reef (No 3),144.2442486,-14.17051558,0.000133469,0.07512163,3,1,2002
14042,B,Flinders Island Reef (No 2),144.2551604,-14.19456229,6.53E-05,0.094252995,1,1,2002
14042,A,Flinders Island Reef (No 1),144.2788527,-14.17367284,9.50E-05,0.07597937,1,1,2002
14048,S,Broomfield Rock Reef,144.6725129,-14.21717087,0.000518871,0.105164193,5,0,2002
14052,S,Unison Reef,144.6865902,-14.29487637,6.57E-05,0.03692477,5,0,2002
14055,S,Munro Reef,144.7402148,-14.31765427,0.001373948,0.152174457,5,0,2002
14061,S,Switzer Reef,144.7579672,-14.36032148,0.001191044,0.135780099,4,1,2002
14063,S,Combe Reef,144.9504095,-14.41426425,0.003329789,0.250481772,2,1,2002
14064,S,Ingram-Beanley Reef,144.8908454,-14.4261946,0.000508981,0.114306016,4,1,2002
14065,S,Bewick Reef,144.8112998,-14.4254947,0.0001093,0.102784222,4,1,2002
14072,S,Megaera Reef,144.96046,-14.47770322,8.47E-05,0.04828356,5,0,2002
14083,S,Parke Reef,145.3227752,-14.42065168,0.001808886,0.183756729,5,0,2002
14085,S,Hilder Reef,145.4104476,-14.44476899,0.000983963,0.123512405,4,1,2002
14086,S,Hicks Reef,145.480952,-14.45258387,0.001849742,0.178823214,4,1,2002
14087,S,Snake Reef,145.0258023,-14.47371146,0.000933515,0.113534729,5,0,2002
14088,S,Waining Reef,145.2214171,-14.45387775,0.012741972,0.474898217,5,0,2002
14089,S,Day Reef,145.5366509,-14.49839963,0.00165809,0.158499765,4,1,2002
14090,S,Howick Reef,144.9678274,-14.4952282,0.000326298,0.234390032,4,1,2002
14094,S,Houghton Reef,144.9738577,-14.52122374,0.000133315,0.093843329,3,1,2002
14097,S,Coquet Reef,144.9903384,-14.53952884,8.80E-05,0.080503143,4,1,2002
14104,S,Murdoch Reef,144.9352582,-14.61428713,0.000276855,0.115919492,4,1,2002
14106,S,Rocky Ledges,144.9526219,-14.68451583,0.000105125,0.05850268,2,1,2002
14107,A,U/N Reef,144.993667,-14.71187041,2.10E-05,0.017996735,2,1,2002
14108,S,U/N Reef,144.9526581,-14.71846571,0.00013352,0.067312375,2,1,2002
14109,S,Fly Reef,145.1586438,-14.50615881,9.58E-05,0.040623244,5,0,2002
14115,S,Nymph Reef,145.2526813,-14.65630744,9.00E-05,0.096503405,5,0,2002
14116,D,Lizard Island Reef (Lagoon),145.4493005,-14.68558054,0.000556303,0.222399734,4,1,2002
14118,S,Eyrie Reef,145.3788328,-14.71103757,0.001001933,0.186515733,4,1,2002
14119,B,Turtle Reef (South),145.1617664,-14.72023337,3.12E-06,0.006520703,2,1,2002
14120,A,Turtle Group Reef (No 1),145.1864818,-14.73146182,4.51E-05,0.044617955,1,1,2002
14120,E,Turtle Group Reef (No 5),145.2039324,-14.70128267,1.70E-05,0.030478434,1,1,2002
14122,B,Pethebridge Islets Reef (West),145.0826327,-14.73620503,3.69E-05,0.031151475,1,1,2002
14122,A,Pethebridge Islets Reef (East),145.1012152,-14.73204113,1.30E-05,0.01840653,2,1,2002
14124,S,U/N Reef,145.0868245,-14.78017718,0.000538272,0.114779364,3,1,2002
14127,B,U/N Reef,145.135861,-14.79833323,1.15E-05,0.012669498,2,1,2002
14129,A,U/N Reef,145.1815587,-14.81616382,8.95E-06,0.011897962,1,1,2002
14131,S,Decapolis Reef,145.2728703,-14.85046451,1.36E-05,0.013835651,1,1,2002
14132,A,Rocky Islets Reef,145.4810783,-14.85471048,0.000480809,0.119710766,4,1,2002
14132,B,U/N Reef,145.5293037,-14.86566787,0.000452145,0.100743373,4,1,2002
14134,S,Eye Reef,145.4790446,-14.89571581,9.98E-05,0.050745199,4,1,2002
14135,S,Helsdon Reef,145.4855007,-14.93830353,0.00089582,0.157361895,3,1,2002
14137,S,Carter Reef,145.5889618,-14.54842287,0.001129653,0.145438443,5,0,2002
14140,S,U/N Reef,145.6499443,-14.66439161,8.39E-05,0.040037174,4,1,2002
14143,S,North Direction Reef,145.5113586,-14.74104947,5.77E-05,0.041539796,4,1,2002
14145,S,U/N Reef,145.5875538,-14.79020402,0.000452953,0.094847659,5,0,2002
14147,B,South Direction Reef (South),145.5210995,-14.80920473,9.29E-05,0.040070269,5,0,2002
14147,A,South Direction Reef (North),145.5231778,-14.82025926,0.00011152,0.078354465,5,0,2002
14150,S,U/N Reef,145.5576334,-14.88143997,0.000100558,0.047664877,4,1,2002
14154,S,Ribbon No 9 Reef,145.7021883,-14.99160279,0.001603723,0.169426948,4,1,2002
15002,S,Two Islands Reef,145.4418709,-15.02328569,0.000111844,0.066270241,4,1,2002
15009,S,Forrester Reef,145.4962963,-15.16573291,0.001115725,0.1264172,4,1,2002
15012,S,Boulder Reef,145.4314407,-15.41273094,0.000939897,0.112194582,4,1,2002
15016,S,Gull Reef,145.5688675,-15.00517049,2.33E-05,0.018124648,4,1,2002
15019,S,Long Reef,145.5672125,-15.05046723,0.000669858,0.116190905,4,1,2002
15021,A,Ribbon No 8 Reef,145.7221243,-15.07500362,0.001266226,0.194706868,4,1,2002
15024,S,Mackay Reefs,145.5761421,-15.14054969,0.002361083,0.247353544,3,1,2002
15026,S,Ribbon No 7 Reef,145.7425837,-15.2045847,0.002022382,0.305832253,4,1,2002
15028,S,Startle Reefs,145.5570768,-15.20745411,0.001031374,0.200884555,4,1,2002
15029,S,Camel Head Reef,145.7196858,-15.24111549,0.000333335,0.073418818,5,0,2002
15030,S,Swinger Reef,145.5414476,-15.24264346,0.000230365,0.063261547,5,0,2002
15032,S,Ribbon No 6 Reef,145.7480256,-15.28038842,0.000915979,0.119041776,5,0,2002
15033,S,Lark Reef,145.5758443,-15.29081992,0.005287342,0.336038837,3,1,2002
15034,S,U/N Reef,145.7635885,-15.31452361,0.000232041,0.059950734,4,1,2002
15038,S,Ribbon No 5 Reef,145.781697,-15.3650107,0.000835943,0.143487543,4,1,2002
15039,S,Williamson Reefs,145.5860384,-15.35935043,0.003230015,0.270770014,3,1,2002
15043,S,U/N Reef,145.5086717,-15.42754419,0.002587551,0.189255135,4,1,2002
15046,S,Ribbon No 4 Reef,145.7991374,-15.43374874,0.000880029,0.129129267,5,0,2002
15048,S,U/N Reef,145.6553878,-15.48520494,0.000173636,0.065284011,2,1,2002
15050,S,Ribbon No 3 Reef,145.8033739,-15.48966666,0.000913715,0.131736154,5,0,2002
15051,S,Dawson Reef,145.3282168,-15.50472849,5.40E-05,0.035119022,1,1,2002
15052,S,Cowlishaw Reef,145.3525322,-15.53462686,9.19E-05,0.041724449,4,1,2002
15070,S,U/N Reef,145.6181476,-15.50325624,0.001019058,0.158431937,4,1,2002
15071,A,U/N Reef,145.5364291,-15.51326572,0.000241187,0.077066974,4,1,2002
15071,B,U/N Reef,145.5484229,-15.50697225,0.000212904,0.066123634,4,1,2002
15075,C,Ribbon No 2 Reef (No 3),145.7763611,-15.57624494,4.12E-05,0.024531954,5,0,2002
15077,S,U/N Reef,145.6513043,-15.55836989,0.000507299,0.122002649,2,1,2002
15078,S,Osterland Reef,145.5269876,-15.55344299,0.004646044,0.362736034,4,1,2002
15080,S,Ribbon No 1 Reef,145.8041583,-15.60714761,0.000191118,0.060635989,5,0,2002
15082,S,Emily Reef,145.6270913,-15.6085367,0.002374988,0.23620567,2,1,2002
15084,S,Irene Reef,145.7167341,-15.64720259,0.001128584,0.146476072,3,1,2002
15085,S,Lena Reef,145.8050967,-15.64816896,0.000593402,0.100691551,5,0,2002
15087,S,Pearl Reef,145.7980937,-15.71922387,0.000164006,0.050553413,5,0,2002
15088,S,Ruby Reef,145.778865,-15.74791949,0.001334201,0.148876036,5,0,2002
15089,S,Endeavour Reef,145.5813871,-15.77805424,0.001143417,0.206187805,2,1,2002
15090,S,Andersen Reef,145.7970722,-15.79213289,0.000264195,0.081161369,4,1,2002
15091,A,U/N Reef,145.7752852,-15.81124748,7.20E-06,0.010739107,4,1,2002
15093,S,Pickersgill Reef,145.5740993,-15.87391504,0.001349961,0.162048335,3,1,2002
15094,S,Escape Reef,145.7942676,-15.87578327,0.002046335,0.191431176,4,1,2002
15095,S,Evening Reef,145.6581444,-15.90572107,0.000760374,0.108362058,2,1,2002
15098,S,Morning Reef,145.6701857,-15.97434203,0.001099863,0.152830611,3,1,2002
16014,A,U/N Reef,145.7011089,-16.02162646,1.03E-05,0.012760992,4,1,2002
16014,B,U/N Reef,145.711042,-16.031034,9.31E-05,0.0352436,4,1,2002
16015,S,Mackay Reef,145.6506649,-16.0450258,0.000351881,0.07950941,3,1,2002
16018,A,U/N Reef,145.7569386,-16.07622653,1.12E-05,0.012957832,4,1,2002
16020,A,Undine Reef (West),145.690082,-16.12333507,0.002361036,0.274718012,4,1,2002
16020,B,Undine Reef (East),145.7766278,-16.11598921,0.001430621,0.156764955,4,1,2002
16023,S,Rudder Reef,145.6964487,-16.19347907,0.003715322,0.275753362,3,1,2002
16024,S,Chinaman Reef,145.7926469,-16.21230267,0.000472712,0.098806311,4,1,2002
16026,S,Tongue Reef,145.8094222,-16.3248269,0.017913446,0.824478294,3,1,2002
16029,S,Batt Reef,145.7670464,-16.41367779,0.010380281,0.433315117,4,1,2002
16049,S,Green Island Reef,145.9923142,-16.76751752,0.001622689,0.177607616,2,1,2002
16052,S,U/N Reef,145.9565073,-16.89817436,6.20E-06,0.011453876,2,1,2002
16054,S,Fitzroy Island Reef,145.9855379,-16.93149476,3.47E-05,0.044310862,2,1,2002
16055,S,Little Fitzroy Island Reef,146.0031927,-16.92139319,2.55E-05,0.025029266,2,1,2002
16067,S,Milln Reef,146.2726143,-16.78960431,0.00033753,0.071594523,4,1,2002
16068,S,Thetford Reef,146.1846968,-16.80302224,0.000682293,0.10564382,1,1,2002
16071,S,Moore Reef,146.2157429,-16.87295463,0.002917686,0.230635482,3,1,2002
16072,S,North West Reef,146.3982556,-16.87514428,0.000180829,0.053967596,4,1,2002
16073,S,Elford Reef,146.2485663,-16.91514486,0.00249045,0.279523484,3,1,2002
17001,C,Sudbury Reef (No 3),146.2157014,-16.94958507,5.48E-06,0.009354536,3,1,2002
17001,A,Sudbury Reef (No 1),146.216862,-17.01361871,0.007619953,0.558691369,2,1,2002
17004,S,Scott Reef,146.1858457,-17.07324242,0.00139448,0.138727545,4,1,2002
17006,S,Maori Reef,146.3419039,-17.10399232,0.001477455,0.185410085,3,1,2002
17010,S,Flora Reef,146.2919972,-17.18414214,0.000747894,0.106692226,3,1,2002
17011,S,Coates Reef,146.3679212,-17.19519715,0.000317282,0.066492192,2,1,2002
17012,A,Normanby-Mabel Reef,146.0770564,-17.2105128,4.56E-05,0.038275652,4,1,2002
17013,S,Round-Russell Reef,146.0919926,-17.22395764,5.89E-05,0.058458697,4,1,2002
17016,B,McCulloch Reef (No 2),146.4654914,-17.27474686,4.61E-06,0.008359509,3,1,2002
17017,S,Gibson Reef,146.3656786,-17.29422184,0.002993186,0.255497267,3,1,2002
17023,S,Cayley Reef,146.4589026,-17.47519785,0.000756801,0.117650557,3,1,2002
17024,S,Peart Reef,146.3912307,-17.48403808,0.001316961,0.142251902,4,1,2002
17030,S,Publican Shoals (South),146.5441948,-17.30983711,0.000184885,0.083813205,2,1,2002
17031,S,U/N Reef,146.5345629,-17.35418534,0.000207694,0.065069703,2,1,2002
17032,S,Wardle Reef,146.5451472,-17.43073017,0.00108581,0.264579154,3,1,2002
17034,S,Feather Reef,146.3786612,-17.52881534,0.001237589,0.138934208,3,1,2002
17035,S,Nathan Reef,146.5252181,-17.52411715,0.00330987,0.28645963,3,1,2002
17037,S,Hall-Thompson Reef,146.4527832,-17.61139703,0.00316748,0.271780728,2,1,2002
17042,S,Adelaide Reef,146.4661862,-17.65535529,0.003694063,0.303935621,3,1,2002
17044,S,Ellison Reef,146.3958133,-17.72321896,0.001182136,0.134338041,4,1,2002
17046,S,Sisters-Stephens Reef,146.1536227,-17.74955921,0.000382097,0.101426964,4,1,2002
17047,S,Eddy Reef,146.4402728,-17.76864006,0.00068732,0.108557341,4,1,2002
17051,S,Beaver Reef,146.4878567,-17.84762706,0.000987603,0.141052457,3,1,2002
17059,C,Potter Reef (No 3),146.5719647,-17.69249913,0.000103732,0.042236663,3,1,2002
17062,S,Noreaster Reef,146.6466246,-17.77358911,0.002832806,0.240250755,4,1,2002
17063,A,Farquharson Reef (No 1),146.5181894,-17.79003035,0.001645718,0.188076262,4,1,2002
17066,S,Yamacutta Reef,146.5886143,-17.8857318,0.004564833,0.275953152,3,1,2002
17069,S,U/N Reef,146.7755669,-17.99571483,0.000463411,0.081128665,4,1,2002
18008,S,Brook Islands Reef,146.2904705,-18.14867528,0.000125585,0.093331911,2,1,2002
18016,S,U/N Reef,146.8391912,-18.01173391,0.000717715,0.150292653,4,1,2002
18018,S,Otter Reef,146.5584726,-18.05141864,0.011571911,0.426849659,3,1,2002
18019,S,Barnett Patches,146.8613283,-18.0593416,0.002947731,0.321585526,5,0,2002
18022,S,U/N Reef,146.7633301,-18.12225011,0.001272138,0.15795073,4,1,2002
18023,S,U/N Reef,146.9721475,-18.13544126,0.000269547,0.063724981,4,1,2002
18024,S,Britomart Reef,146.7296781,-18.22846077,0.011549136,0.525575708,4,1,2002
18026,S,U/N Reef,146.7452708,-18.32283592,0.002351098,0.186791049,4,1,2002
18027,S,Trunk Reef,146.8285107,-18.35081764,0.009860248,0.397361597,4,1,2002
18030,S,Kelso Reef,146.9917146,-18.43212608,0.000733516,0.11065064,5,0,2002
18031,S,Little Kelso Reef,146.9936921,-18.46895353,0.000295759,0.071178118,5,0,2002
18032,S,Rib Reef,146.8739559,-18.47886635,0.000379165,0.071088293,4,1,2002
18033,S,Pith Reef,147.0269064,-18.21007611,0.001129499,0.15411564,4,1,2002
18037,S,Needle Reef,147.2047486,-18.35856814,0.000149471,0.045611302,3,1,2002
18041,S,Faraday Reef,147.3496454,-18.42236425,0.000233749,0.062615843,4,1,2002
18044,S,Westmoreland Reef,147.1014663,-18.49283917,0.000376008,0.084307315,5,0,2002
18048,S,Pelorus (North Palm or Yanooa) Reef,146.4876176,-18.55845384,8.31E-05,0.063417223,4,1,2002
18049,C,Orpheus (Goolboddi) Island Reef (No 3),146.4865644,-18.6612405,0.00014083,0.093658797,5,0,2002
18049,A,Orpheus (Goolboddi) Island Reef (No 1),146.4874622,-18.60209455,0.000139022,0.060623414,5,0,2002
18049,E,Orpheus (Goolboddi) Island Reef (No 5),146.4983692,-18.59332355,0.00017432,0.142464446,5,0,2002
18051,S,Pandora Reef,146.433126,-18.81247728,2.45E-05,0.021520102,5,0,2002
18052,A,Curacoa (Noogoo) Reef (No 1),146.5632182,-18.66501099,2.88E-05,0.032971936,5,0,2002
18053,S,Fantome (Eumilli) Island Reef,146.5116024,-18.67670251,0.000156769,0.076900524,5,0,2002
18054,A,Great Palm Island Reef (No 1),146.576144,-18.71694581,0.000615395,0.171574024,5,0,2002
18058,S,Eclipse (Garoogubbee) Reef,146.5500648,-18.76878877,1.03E-05,0.018428272,5,0,2002
18059,S,Esk (Soopun) Reef,146.5207446,-18.77420667,1.99E-05,0.024181191,5,0,2002
18062,S,Brisk-Falcon Reef,146.5353792,-18.77734067,6.91E-05,0.053613507,5,0,2002
18064,S,Fly Island Reef,146.5254279,-18.82943107,1.97E-05,0.018212948,5,0,2002
18065,S,Havannah Reef,146.5375614,-18.84302634,7.30E-05,0.043213644,5,0,2002
18066,S,Acheron Reef,146.6308702,-18.96382915,2.25E-05,0.019803538,4,1,2002
18069,A,Backnumbers Reef,147.144422,-18.5231697,0.002949305,0.214341967,4,1,2002
18070,S,Arc Reef,147.4445321,-18.4999177,5.24E-05,0.027347387,4,1,2002
18074,S,Yankee Reef,147.495173,-18.56435622,0.000803489,0.145412062,4,1,2002
18075,S,John Brewer Reef,147.0544697,-18.63240171,0.001426555,0.149163316,3,1,2002
18078,S,Lodestone Reef,147.1012623,-18.69575057,0.000465035,0.083643421,4,1,2002
18080,S,Bowl Reef,147.5404473,-18.50800412,0.001744626,0.210074151,4,1,2002
18088,S,Centipede Reef,147.5403022,-18.72485941,0.002239323,0.194202186,4,1,2002
18095,S,Wheeler Reef,147.5304201,-18.79839491,7.54E-05,0.032210107,4,1,2002
18096,S,Davies Reef,147.6467322,-18.82241522,0.001173095,0.14607099,3,1,2002
18099,S,Saville-Kent Reef,147.8929188,-18.85567125,0.000931365,0.144507921,3,1,2002
18100,A,(Big) Broadhurst Reef (No 2),147.7449626,-18.91028905,0.007022539,0.354933907,3,1,2002
18101,S,Judith Wright Reef,147.9578858,-18.90231246,0.001689249,0.194008232,2,1,2002
18118,S,Shrimp Reef,148.0813859,-18.95127322,0.000643366,0.103042243,2,1,2002
19003,S,Rattlesnake Island Reef,146.6094269,-19.03806699,2.83E-05,0.024694162,4,1,2002
19004,S,Lorne Reef,146.5867087,-19.03455533,8.54E-08,0.001037907,4,1,2002
19009,A,Cockle Bay Reef,146.8149146,-19.17354072,0.000575621,0.128827972,2,1,2002
19009,G,Magnetic Island Reef (No 6),146.825654,-19.11424823,3.31E-05,0.082098174,3,1,2002
19009,B,Magnetic Island Reef (No 1),146.852447,-19.16238863,5.21E-05,0.055930385,4,1,2002
19009,C,Magnetic Island Reef (No 2),146.8649817,-19.1548021,3.49E-05,0.036463085,3,1,2002
19009,D,Magnetic Island Reef (No 3),146.8812782,-19.12247835,1.18E-05,0.024651878,4,1,2002
19009,E,Magnetic Island Reef (No 4),146.8824297,-19.11723764,6.10E-06,0.017715102,4,1,2002
19010,S,U/N Reef,146.8414218,-19.18748473,2.83E-05,0.023110608,3,1,2002
19011,S,Middle Reef,146.8155988,-19.19808071,3.49E-05,0.027208094,3,1,2002
19024,S,Prawn Reef,148.112019,-19.02109557,0.001104778,0.177441981,2,1,2002
19025,S,Castor Reef,148.3249943,-19.02142145,0.000342767,0.078073157,2,1,2002
19027,S,Pollux Reef,148.3100731,-19.05065719,0.000441241,0.106094162,2,1,2002
19034,S,Tabias Reef,148.2864148,-19.1013637,0.000398493,0.081543645,2,1,2002
19038,C,Dingo Reef (No 3),148.3126611,-19.14466562,0.00104403,0.194238861,2,1,2002
19038,B,Dingo Reef (No 2),148.384382,-19.17507982,0.005463285,0.339099709,3,1,2002
19044,S,Faith Reef,148.3483317,-19.28174791,0.000316249,0.065194064,2,1,2002
19045,S,Stanley Reef,148.0791317,-19.29800158,0.005027448,0.360639055,2,1,2002
19046,S,Hope Reef,148.4338394,-19.32245282,0.000320724,0.068620413,2,1,2002
19048,S,Old Reef,148.0878888,-19.38386486,0.005617876,0.342607918,2,1,2002
19054,S,Tiger Reef,148.5425371,-19.20917386,0.003718157,0.369369612,3,1,2002
19061,S,Jacqueline Reef,148.9024923,-19.2151564,0.000528493,0.095807956,2,1,2002
19063,A,Kangaroo Reef (East),148.6287818,-19.25624434,0.006457828,0.479938146,3,1,2002
19071,S,Wallaby Reef,148.6607543,-19.42895896,0.003910275,0.271651076,3,1,2002
19072,C,Gould Reef (No 3),148.7370841,-19.50052318,0.002903907,0.227813776,3,1,2002
19074,B,Cobham Reef (South),148.8531429,-19.4378408,0.006185834,0.373434398,4,1,2002
19076,S,Showers Reef,148.9003201,-19.49215975,0.000725148,0.104802515,4,1,2002
19082,S,Elizabeth Reef,149.0513536,-19.33342206,0.000585958,0.169880154,3,1,2002
19096,S,Kennedy Reef,149.173231,-19.46569498,0.00543807,0.384165605,4,1,2002
19097,S,Net Reef,149.0480339,-19.49483545,0.010695928,0.471727818,4,1,2002
19098,S,Wansfell Reef,149.1214564,-19.50276643,0.000383489,0.110544909,4,1,2002
19100,S,White Topped Reef,147.7503625,-19.71016274,8.58E-06,0.012011171,1,1,2002
19101,S,U/N Reef,147.7591378,-19.72694615,2.39E-05,0.021635157,1,1,2002
19102,S,Camp Reef,147.895766,-19.85359052,3.53E-05,0.028934721,1,1,2002
19103,S,Holbourne Island Reef (No 2),148.3643181,-19.72797808,5.98E-06,0.016280629,3,1,2002
