symbol,date,price
GDP_sum,Aug 2000,17.08468042
GDP_sum,Sep 2000,17.50900386
GDP_sum,Oct 2000,17.87859562
GDP_sum,Nov 2000,17.45076827
GDP_sum,Dec 2000,17.17501424
GDP_sum,Jan 2001,14.77726117
GDP_sum,Feb 2001,16.08478647
GDP_sum,Mar 2001,16.64929072
GDP_sum,Apr 2001,16.34557834
GDP_sum,May 2001,16.94997034
GDP_sum,Jun 2001,17.25314443
GDP_sum,Jul 2001,16.90210334
GDP_sum,Aug 2001,16.85370654
GDP_sum,Sep 2001,17.42724284
GDP_sum,Oct 2001,15.54849402
GDP_sum,Nov 2001,16.34533212
GDP_sum,Dec 2001,15.51635458
GDP_sum,Jan 2002,19.53488899
GDP_sum,Feb 2002,18.21989228
GDP_sum,Mar 2002,18.63767596
GDP_sum,Apr 2002,18.62380532
GDP_sum,May 2002,18.30640224
GDP_sum,Jun 2002,18.49081179
GDP_sum,Jul 2002,18.70217231
GDP_sum,Aug 2002,19.70468195
GDP_sum,Sep 2002,17.74690699
GDP_sum,Oct 2002,18.25856643
GDP_sum,Nov 2002,17.78842362
GDP_sum,Dec 2002,15.83375402
GDP_sum,Jan 2003,14.33594667
GDP_sum,Feb 2003,14.67843633
GDP_sum,Mar 2003,15.80857449
GDP_sum,Apr 2003,14.38879022
GDP_sum,May 2003,15.2480182
GDP_sum,Jun 2003,15.63332455
GDP_sum,Jul 2003,15.27216321
GDP_sum,Aug 2003,16.34503277
GDP_sum,Sep 2003,15.80529331
GDP_sum,Oct 2003,15.07218223
GDP_sum,Nov 2003,14.61412276
GDP_sum,Dec 2003,13.79699381
GDP_sum,Jan 2004,14.77612775
GDP_sum,Feb 2004,14.42234155
GDP_sum,Mar 2004,14.57993202
GDP_sum,Apr 2004,14.0497986
GDP_sum,May 2004,15.46179597
GDP_sum,Jun 2004,15.62009763
GDP_sum,Jul 2004,15.3211402
GDP_sum,Aug 2004,16.82968229
GDP_sum,Sep 2004,15.10685336
GDP_sum,Oct 2004,14.25288723
GDP_sum,Nov 2004,14.40614154
GDP_sum,Dec 2004,12.72536652
GDP_sum,Jan 2005,13.17600926
GDP_sum,Feb 2005,13.42464702
GDP_sum,Mar 2005,12.72298048
GDP_sum,Apr 2005,13.36082183
GDP_sum,May 2005,14.15345448
GDP_sum,Jun 2005,13.89830665
GDP_sum,Jul 2005,13.7515944
GDP_sum,Aug 2005,13.18047374
GDP_sum,Sep 2005,13.60331731
GDP_sum,Oct 2005,13.63352869
GDP_sum,Nov 2005,12.65668543
GDP_sum,Dec 2005,12.58005086
GDP_sum,Jan 2006,11.26576693
GDP_sum,Feb 2006,11.93870384
GDP_sum,Mar 2006,11.44290985
GDP_sum,Apr 2006,12.17604253
GDP_sum,May 2006,12.83507701
GDP_sum,Jun 2006,13.24355896
GDP_sum,Jul 2006,12.38036291
GDP_sum,Aug 2006,13.84458977
GDP_sum,Sep 2006,12.1847589
GDP_sum,Oct 2006,12.71210806
GDP_sum,Nov 2006,11.89518581
GDP_sum,Dec 2006,11.33122427
GDP_sum,Jan 2007,12.0508373
GDP_sum,Feb 2007,10.98909905
GDP_sum,Mar 2007,10.90795079
GDP_sum,Apr 2007,11.14917798
GDP_sum,May 2007,12.21821804
GDP_sum,Jun 2007,12.44004644
GDP_sum,Jul 2007,12.76099666
GDP_sum,Aug 2007,12.5171906
GDP_sum,Sep 2007,12.8624108
GDP_sum,Oct 2007,12.71889639
GDP_sum,Nov 2007,10.94070236
GDP_sum,Dec 2007,10.76253899
GDP_sum,Jan 2008,11.17983308
GDP_sum,Feb 2008,10.82939101
GDP_sum,Mar 2008,10.27235263
GDP_sum,Apr 2008,11.71403314
GDP_sum,May 2008,12.20049294
GDP_sum,Jun 2008,12.56876255
